id,n_base,authorMeta/digg,authorMeta/fans,authorMeta/following,authorMeta/heart,authorMeta/name,authorMeta/nickName,authorMeta/profileUrl,authorMeta/signature,authorMeta/video,shareCount,playCount,diggCount,collectCount,des,createTimeISO,webVideoUrl,webVideoUrlc,funciona ,des.1,idt,Unnamed: 22,Unnamed: 23,memo_id,actividad,auditivo,cartel,comentarios_x,eauditivo,eauditvo,evisual,intencion,lugar,notas,otro,actividad.alarde,actividad.apologiad,actividad.comedia,actividad.concierto,actividad.declaracionpertenencia,actividad.entrevista,actividad.fiesta,actividad.homenaje,actividad.noticia,actividad.opinion,actividad.postenfrentamiento,actividad.proejercito,actividad.puntero,actividad.recorrido,actividad.replica,actividad.tareas,actividad.vental,actividad.videojuego,actividad.videomusical,auditivo.audioviral,auditivo.comunicaciontactica,cartel.2r,cartel.caf,cartel.cdnz,cartel.cds,cartel.chap,cartel.chapo,cartel.cjng,cartel.gobierno,cartel.mayitos,cartel.mencho,cartel.mz,cartel.ncdj,cartel.no,cartel.noreste,cartel.tropainfierno,cartel.vicentezambada,cartel.zetas,comentarios_y,comentarios.gral,comentarios.menciongco,comentarios.reclutamiento,auditivo.audiovid,auditivo.locucion,auditivo.musica,auditivo.musica_belica,auditivo.no,auditivo.narcocorrido,evisual.altar,evisual.armasv,evisual.baile,evisual.convoy,evisual.dañosbelicos,evisual.dinero,evisual.grabaciónprograma,evisual.meme,evisual.mouthsmah,evisual.mujeres,evisual.no,evisual.radio,evisual.repost,evisual.ropa,evisual.siglasv,evisual.texto,evisual.uniformesv,evisual.vidorginal,intencion.alertar,intencion.burlavs,intencion.ciudadano,intencion.comercio,intencion.esvida,intencion.glorificacion,intencion.gobierno,intencion.identidad,intencion.imitacion,intencion.informar,intencion.ironizar,intencion.legitmiacion,intencion.miedo,intencion.propaganda,intencion.queja,intencion.reclutamiento,intencion.visibilidad,lugar.cln,lugar.gdl,lugar.slp,lugar.tjn,notas.ejemplo,otro.serietv,evisual.conduccion,actividad.,evisual.despliegue,intencion.acusar,lugar.tuxtlag,evisual.alcohol,cartel.golfo,cartel.chukys,evisual.joyas,lugar.nl,lugar.sonora,lugar.durango,auditivo.balazos,evisual.niños,lugar.nayarit,lugar.clya,otro.trend,cartel.ruso,lugar.usa,cartel.cartlgdl,lugar.bjc,lugar.cdmx,actividad.actividad,cartel.desinaloa,cartel.jaliscong,cartel.neste,cartel.nz,cartel.mayizamz,cartel.chapizachapo,evisual.vehiculos,evisual.inmuebles,lugar.jal,lugar.chiap,union
1834,3,14200,42600,84,239100,el.fugitivoo,El Fugitivoo,https://www.tiktok.com/@el.fugitivoo,CORRIDOS,135,155,77100,1551,231,Los Farmerz #lachapiza #losfarmerz #elfugitivo #corridos #corridosmusic #corridosalterados2 #corridoschingones #corridospesados #corridosperrones #regionalmexicano #music #mexico #foryou #explorepage #trending #zyxcba ,2022-11-21T23:28:02.000Z,https://www.tiktok.com/@el.fugitivoo/video/7168615133206334762,https://www.tiktok.com/@el.fugitivoo/video/7168615133206334762,1,1,1834,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-elfugitivo-20221121232802-7168615133206334762,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-elfugitivo-20221121232802-7168615133206334762,1834,ID: 1834,,cds; chapiza,,,narcorrido,autos; grupo musical,glorificar,x,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
1835,3,43900,5428,9352,250000,jorgenav91,Jorge Nava,https://www.tiktok.com/@jorgenav91,"💀🌹Chilpancinguito,Gro🌹💀",52,8,1193,18,6,😂😂😂 la chapiza vs. la mayiza #latinus #fake #sinaloa #balacera #fyp #fypシ゚ #viralvideos ,2025-05-06T03:47:46.000Z,https://www.tiktok.com/@jorgenav91/video/7501174385114418450,https://www.tiktok.com/@jorgenav91/video/7501174385114418450,1,1,1835,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-jorgenav91-20250506034746-7501174385114418450,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-jorgenav91-20250506034746-7501174385114418450,1835,ID: 1835,,cds; chapiza; mayitos,es una fake news,locución,,enfrentamiento,aclarar informar ironizar,x,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
1836,3,2625,379,773,8224,cars.rian.123,Riki_SPOTER,https://www.tiktok.com/@cars.rian.123,Dinobanda kid,205,18,4268,114,9,,2025-05-18T18:25:54.000Z,https://www.tiktok.com/@cars.rian.123/video/7505853698262814007,https://www.tiktok.com/@cars.rian.123/video/7505853698262814007,0,,1836,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-carsrian12-20250518182554-7505853698262814007,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-carsrian12-20250518182554-7505853698262814007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1837,3,2257,353,1245,794,el_minini_15,Mariano Diaz Escobedo,https://www.tiktok.com/@el_minini_15,"Amante de la música🎶 las motos🏍 y mi Güerita👑
Ig:mariano_di_es",6,1,1678,113,2,El rapido 09🔥🐥🫡#piyuyicartel #regionalmexicano #musica #requintoschingones #takamine #09 #19 #chapiza #voice #guitarra #requintistas #piyu #grupocartel #chapos #nini #elrapido ,2023-12-19T01:56:05.000Z,https://www.tiktok.com/@el_minini_15/video/7314118689555516677,https://www.tiktok.com/@el_minini_15/video/7314118689555516677,1,1,1837,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-el_minini_-20231219015605-7314118689555516677,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-el_minini_-20231219015605-7314118689555516677,1837,ID: 1837,,cds; chapiza,,,narcocorrido,grupo musical,glorificar,x,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1838,3,1295,3227,587,204500,hermezlegends,🌠🌙Hermez🌙🌠,https://www.tiktok.com/@hermezlegends,"💙Team; Patito, Lahim,  Hermez♥️🚬🗿
🗣INSTAGRAM; hermezlegends.🗣",242,11,1308,173,4,la chapiza vs la mayiza  #loretdelamola #memestiktok ,2025-05-19T00:03:23.000Z,https://www.tiktok.com/@hermezlegends/video/7505940655181466898,https://www.tiktok.com/@hermezlegends/video/7505940655181466898,0,,1838,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-hermezlege-20250519000323-7505940655181466898,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-hermezlege-20250519000323-7505940655181466898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1839,3,6,3635,7,116100,cosasbuenas99,Cosasbuenas99,https://www.tiktok.com/@cosasbuenas99,Cosas chidas,2,1275,3700000,114500,8472,#markitostoys #juliocesarchavezjr #nini #chapiza🍕 #vitolias,2022-01-08T20:47:21.000Z,https://www.tiktok.com/@cosasbuenas99/video/7050939749661527302,https://www.tiktok.com/@cosasbuenas99/video/7050939749661527302,1,1,1839,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-cosasbuena-20220108204721-7050939749661527302,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-cosasbuena-20220108204721-7050939749661527302,1839,ID: 1839,,Cds; Chapiza,,video,,autos; repost,es vida,x,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
1840,3,91,1066,926,6110,yo.lo.se.todo17,📽📷YO LO SE TODO 📷📽,https://www.tiktok.com/@yo.lo.se.todo17,"Mi Contenido No es Para Ofender ah Nadie, Tomenlo Por el Lado Amable 👈📽📷",450,1,194,4,1,Se pusieron buenas las pláticas con la Chapiza en el live de Yodato 😎👀📽📽 #chismesito #viraltiktok #chismestiktok #chismestiktokers🔥🔥🔥🔥🔥 ,2025-05-16T12:00:28.000Z,https://www.tiktok.com/@yo.lo.se.todo17/video/7505012161022938398,https://www.tiktok.com/@yo.lo.se.todo17/video/7505012161022938398,0,,1840,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-yolosetodo-20250516120028-7505012161022938398,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-yolosetodo-20250516120028-7505012161022938398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1841,3,103600,407,4169,60500,fabiangv2002,Tomás Gómez,https://www.tiktok.com/@fabiangv2002,tiktok.com/@freefiredino49,137,0,289,10,1,#lindatarde #paisajesnaturales #nuevayork #estadosunidos🇺🇸 #Georgia #misurri #gabachomexicano #gabachos #losalegresdelbarranco #losalegresdelasierra #eldelpalenque🐓 #eldelpalenque #hayqueserderechosenestecamino #corridostumbados #corridos #narcocorridos #carteles #Chapiza #fytシ #fytiktok #fyt #video#tik_tok #videoviralitiktok #videoviral #viral,2025-05-16T21:54:44.000Z,https://www.tiktok.com/@fabiangv2002/video/7505165337088822535,https://www.tiktok.com/@fabiangv2002/video/7505165337088822535,0,,1841,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-fabiangv20-20250516215444-7505165337088822535,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-fabiangv20-20250516215444-7505165337088822535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1842,3,8787,20900,792,542500,lalitos_toyz,Lalo Castaneda,https://www.tiktok.com/@lalitos_toyz,"🚨WIN MY SINGLECABS🚨
❌Z71FTW❌
IG: @Lalitos_toys",296,210,32000,2879,182,PURA REINA DE BELLEZA🔴🔥 #trocasycorridos #bandasytrokas2024 #socaltrucks #silveradoz71 #z71 #z71offroad #z71world #4x4 #4x4trucks #silverado4x4 #chevygmc #chapiza #fyp #trakas #parati #luisrconriquez #chevy #bandasytrokas2023 #3🍀🚀 ,2024-12-14T06:13:40.000Z,https://www.tiktok.com/@lalitos_toyz/video/7448146803330977070,https://www.tiktok.com/@lalitos_toyz/video/7448146803330977070,1,1,1842,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-lalitos_to-20241214061340-7448146803330977070,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-lalitos_to-20241214061340-7448146803330977070,1842,ID: 1842,,Chapiza; cds,,musica,,autos,estilo de vida,x,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
1843,3,8787,20900,792,542500,lalitos_toyz,Lalo Castaneda,https://www.tiktok.com/@lalitos_toyz,"🚨WIN MY SINGLECABS🚨
❌Z71FTW❌
IG: @Lalitos_toys",296,227,42800,3031,239,2021 SILVERADO 4❌4🕊️🔥 #trocasycorridos #bandasytrokas2024 #socaltrucks #silveradoz71 #z71 #z71offroad #z71world #4x4 #4x4trucks #silverado4x4 #chevygmc #chapiza #fyp #trakas #parati #luisrconriquez  ,2024-07-08T08:06:23.000Z,https://www.tiktok.com/@lalitos_toyz/video/7389173289706327339,https://www.tiktok.com/@lalitos_toyz/video/7389173289706327339,1,1,1843,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-lalitos_to-20240708080623-7389173289706327339,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-lalitos_to-20240708080623-7389173289706327339,1843,ID: 1843,,cds; chapiza,,musica,,autos,comercio,x,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
1844,3,36,15600,7,270700,enfoque.informativo,Enfoque.InformativoMX,https://www.tiktok.com/@enfoque.informativo,Noticias en un Click,390,8,1933,63,3,#culiacan Se reporta balacera al interior del penal de Aguaruto en Culiacán. Las fuerzas federales llegaron al lugar,2025-05-21T19:50:32.000Z,https://www.tiktok.com/@enfoque.informativo/video/7506988756788972808,https://www.tiktok.com/@enfoque.informativo/video/7506988756788972808,1,1,1844,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-enfoqueinf-20250521195032-7506988756788972808,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-enfoqueinf-20250521195032-7506988756788972808,1844,ID: 1844,,x,,grabación,,grabación de enfrentamiento,alarmar,cln,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1845,3,1764,23100,128,401500,noticiaslibrescln,NoticiasLibresCLN,https://www.tiktok.com/@noticiaslibrescln,"Correo de contacto: NoticiasLibresCuliacán@Gmail.com
Reportes: Dm de esta cuenta",278,30,4447,87,4,"¡Alerta sector Aguaruto! Se reportan fuertes detonaciones dentro del penal de Aguaruto al parecer es dentro del módulo 12 donde se originaron los primeros ataques, es enfrentamiento, tomen precauciones, las autoridades ya se encuentran en el sector. #Culiacanazo #Noticias #Culiacán #SINALOA #Gobierno #Penal ",2025-05-21T19:35:23.000Z,https://www.tiktok.com/@noticiaslibrescln/video/7506984866865515783,https://www.tiktok.com/@noticiaslibrescln/video/7506984866865515783,1,1,1845,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-noticiasli-20250521193523-7506984866865515783,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-noticiasli-20250521193523-7506984866865515783,1845,ID: 1845,,x,,del video,,video,alarmar,Cln,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1846,3,12500,38200,554,1100000,laplebetremenda,Citla ✨🫰🏻,https://www.tiktok.com/@laplebetremenda,Mis preciosas gracias por estar aquí 🫶🏻,376,4,272,31,3,#culiacanazo🔥🇲🇽 #culiacan #parat #vira #penitenciaria #culiacansinaloa ,2025-05-21T19:46:54.000Z,https://www.tiktok.com/@laplebetremenda/video/7506987833366678802,https://www.tiktok.com/@laplebetremenda/video/7506987833366678802,0,,1846,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-laplebetre-20250521194654-7506987833366678802,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-laplebetre-20250521194654-7506987833366678802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1847,3,32300,4707,176,120900,jesussalazarm,Jesus Salazar,https://www.tiktok.com/@jesussalazarm,,158,38,11800,165,30,Más del agarre de la Palma Navolato hoy 19 de Mayo  #sinaloa #culiacan #mexico #viral ,2025-05-20T02:11:01.000Z,https://www.tiktok.com/@jesussalazarm/video/7506344614014586143,https://www.tiktok.com/@jesussalazarm/video/7506344614014586143,1,1,1847,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-jesussalaz-20250520021101-7506344614014586143,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-jesussalaz-20250520021101-7506344614014586143,1847,ID: 1847,,x,,prop del video,,armas enfrentamiento,demostrar,Navolato,Revisar cuenta,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1848,3,26000,84600,2803,519500,cristhofii,Cristho Figueroa,https://www.tiktok.com/@cristhofii,"Gym trainer💪🏼
Consultor de marketing 😎
Sígueme en insta 💙: @cristhofii ☺️",774,32,7850,297,23,Noticias Culiacán. Así la vida en Culiacán. Así las cosas hoy.🧐  #mexico #noticias #policia #seguridad #historia ,2025-05-21T04:40:24.000Z,https://www.tiktok.com/@cristhofii/video/7506754234453413127,https://www.tiktok.com/@cristhofii/video/7506754234453413127,1,1,1848,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-cristhofii-20250521044024-7506754234453413127,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-cristhofii-20250521044024-7506754234453413127,1848,ID: 1848,,x,,audiovideo,,videopropio,Queja; ciudadano,Cln,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1849,3,567,7653,337,275000,noticias2.9,Noticias 2.9,https://www.tiktok.com/@noticias2.9,Medio hidrocálido de noticias con lo mejor de la información. Síguenos!!!,456,2880,635100,13100,1258,"#N29 | 🚨 ASÍ DE FÁCIL DESPOJAN A UNA FAMILIA DE SU VEHÍCULO EN SINALOA 🚗❌ Una familia fue despojada de su automóvil en plena “Costerita”, en Sinaloa. La violencia e inseguridad siguen afectando a ciudadanos inocentes, que ven en segundos perder su patrimonio. ¡Indignante! #Sinaloa #Inseguridad #Costerita #México #Alerta #Noticias #NoticiasDosPuntoNueve",2025-04-28T18:24:10.000Z,https://www.tiktok.com/@noticias2.9/video/7498431556680191240,https://www.tiktok.com/@noticias2.9/video/7498431556680191240,0,,1849,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-noticias29-20250428182410-7498431556680191240,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-noticias29-20250428182410-7498431556680191240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1850,3,1806,716400,184,38300000,chojilloh,Choks,https://www.tiktok.com/@chojilloh,"Dueño del Sams
Insta: @chojillo
CAROmedia📹🕹️
cristianhernandezval@gmail.com📩",220,529,170700,16000,987,Gustan probar la doña de la señora? #culiacan #sams #medaunadona #marina ,2025-05-21T00:23:02.000Z,https://www.tiktok.com/@chojilloh/video/7506687901623667998,https://www.tiktok.com/@chojilloh/video/7506687901623667998,0,,1850,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-chojilloh-20250521002302-7506687901623667998,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-chojilloh-20250521002302-7506687901623667998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1851,3,886,158200,12,2100000,trendclipcast0,Trendclipcast0 🗣️,https://www.tiktok.com/@trendclipcast0,Clip de podcast morbo y entretenimiento y testimonios de adictos,181,7541,8600000,442300,29700,#losmafia #losmafiapodcast #culiacan #culiacan🍅 #podcast #podcastclips #clips #fyp,2025-04-11T16:00:00.000Z,https://www.tiktok.com/@trendclipcast0/video/7491931581569928478,https://www.tiktok.com/@trendclipcast0/video/7491931581569928478,1,1,1851,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-trendclipc-20250411160000-7491931581569928478,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-trendclipc-20250411160000-7491931581569928478,1851,ID: 1851,,x,,video propio,,video propio,ciudadano,x,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1852,3,811,243600,16,3300000,realidadpodcast,Reality podcast shorts ⭐️,https://www.tiktok.com/@realidadpodcast,Testimonios crudos sobre el lado oscuro de las drogas.,225,17500,6100000,289400,19300,#podchats #elchats #culiacan🍅 #culiacan #podcast #podcastclips #clips #fyp,2025-04-08T22:00:00.000Z,https://www.tiktok.com/@realidadpodcast/video/7491006206987816223,https://www.tiktok.com/@realidadpodcast/video/7491006206987816223,0,,1852,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-realidadpo-20250408220000-7491006206987816223,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-realidadpo-20250408220000-7491006206987816223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1853,3,7378,3730,6796,24400,culiacan12.aw,Culiacán,https://www.tiktok.com/@culiacan12.aw,,265,0,273,44,3,#creatorsearchinsights ,2025-04-09T02:13:09.000Z,https://www.tiktok.com/@culiacan12.aw/video/7491130694731861253,https://www.tiktok.com/@culiacan12.aw/video/7491130694731861253,0,,1853,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-culiacan12-20250409021309-7491130694731861253,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-culiacan12-20250409021309-7491130694731861253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1854,3,6407,37000,301,2800000,kevindaabarber,kevindaabarber,https://www.tiktok.com/@kevindaabarber,"BARBERO CULICHI
📩 Kevindaabarber@gmail.com
Ig: @lighthousebarberstudio",238,46200,10600000,940100,60700,Corte de lamine tamal @charlychivas10  #fouryou #barbershop #humor #funny #fyp #fypp #fypシ゚ #taper #taperfade #corte #cambiodelook #culiacan #charlichivas10 #barberia #barberia #charlychivas ,2025-03-03T19:58:08.000Z,https://www.tiktok.com/@kevindaabarber/video/7477674976514968840,https://www.tiktok.com/@kevindaabarber/video/7477674976514968840,0,,1854,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-kevindaaba-20250303195808-7477674976514968840,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-kevindaaba-20250303195808-7477674976514968840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
